StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,OG_BI_male_afro_1,OG_BI_male_skin_1,OG_BI_male_masc_1,OG_BI_male_traits_1,OG_BI_male_traits_2,OG_BI_male_traits_3,OG_BI_male_traits_4,OG_BI_male_traits_5,OG_BI_male_traits_6,OG_BI_male_traits_DO,N_Biracial_male_afro_1,N_Biracial_male_skin_1,N_Biracial_male_masc_1,N_Biracial_male_trai_1,N_Biracial_male_trai_2,N_Biracial_male_trai_3,N_Biracial_male_trai_4,N_Biracial_male_trai_5,N_Biracial_male_trai_6,BI_female_afro_1,BI_female_skin_1,BI_female_masc_1,BI_female_traits_1,BI_female_traits_2,BI_female_traits_3,BI_female_traits_4,BI_female_traits_5,BI_female_traits_6,BI_female_traits_DO,Black_female_afro_1,Black_female_skin_1,Black_female_masc_1,Black_female_traits_1,Black_female_traits_2,Black_female_traits_3,Black_female_traits_4,Black_female_traits_5,Black_female_traits_6,Black_female_traits_DO,White_female_afro_1,White_female_skin_1,White_female_masc_1,White_female_traits_1,White_female_traits_2,White_female_traits_3,White_female_traits_4,White_female_traits_5,White_female_traits_6,White_female_traits_DO,Black_male_afro_1,Black_male_skin_1,Black_male_masc_1,Black_male_traits_1,Black_male_traits_2,Black_male_traits_3,Black_male_traits_4,Black_male_traits_5,Black_male_traits_6,Black_male_traits_DO,White_male_afro_1,White_male_skin_1,White_male_masc_1,White_male_traits_1,White_male_traits_2,White_male_traits_3,White_male_traits_4,White_male_traits_5,White_male_traits_6,White_male_traits_DO,Ambig_afro_1,Ambig_skin_1,Ambig_masc_1,Ambig_traits_1,Ambig_traits_2,Ambig_traits_3,Ambig_traits_4,Ambig_traits_5,Ambig_traits_6,Ambig_traits_DO,bot_check,random_response,age,race,race_8_TEXT,race_9_TEXT,gender,gender_4_TEXT,FL_10_DO,consent_DO,OG_male_Biracial_base_face_DO,New_Biracial_male_base_face_DO,BI_female_base_face_DO,Black_female_base_face_DO,White_female_base_face_DO,Black_male_base_face_DO,White_male_base_face_DO,Ambig_base_face_DO,demos_DO
4/27/23 18:30,4/27/23 18:41,0,173.79.179.178,100,649,1,4/27/23 18:41,R_2uflEZWwyUq4WDD,,,,,38.9275,-76.7153,anonymous,EN,1,100,100,100,4,4,5,4,3,4,4|2|6|1|5|3,35,35,100,3,4,6,4,2,4,60,51,10,5,4,4,4,3,4,3|1|2|4|6|5,100,100,0,5,4,3,4,3,4,3|6|5|1|4|2,0,0,0,3,4,2,4,3,4,3|2|4|1|5|6,100,100,100,4,4,6,4,2,4,1|5|2|3|4|6,0,0,100,5,4,6,4,2,4,3|1|5|2|6|4,50,50,60,3,4,5,4,2,4,3|6|4|2|1|5,"With regards to competency, intelligence, etc. I always put whatever was in the middle. For me, I can't judge characteristics like that via how someone looks. ",2,28,1,,,2,,White_male_base_face|Black_male_base_face|Black_female_base_face|New_Biracial_male_base_face|Ambig_base_face|BI_female_base_face|White_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,age|race|gender|random_response
4/27/23 18:30,4/27/23 18:47,0,65.245.181.196,100,1016,1,4/27/23 18:47,R_3fZ8xaotVCT9eFY,,,,,38.4365,-92.8258,anonymous,EN,1,77,69,100,4,5,5,5,5,5,4|2|1|5|6|3,31,44,100,3,4,4,4,3,4,40,35,0,3,4,2,4,3,4,3|2|6|5|1|4,100,74,0,4,4,3,4,3,4,6|4|2|5|3|1,2,0,0,3,4,3,4,2,4,3|2|1|6|5|4,100,89,100,5,5,6,5,4,5,3|2|1|5|4|6,0,0,88,3,3,4,4,3,4,2|4|3|6|5|1,54,48,100,3,4,5,4,3,4,6|2|1|4|5|3,"Trying to look at face shape, features and gender. I wasnt sure how to tell if they were intelligent/ competent without further information. They all looked average in my opinion.",2,30,1,,,2,,OG_male_Biracial_base_face|Black_male_base_face|White_male_base_face|BI_female_base_face|New_Biracial_male_base_face|Black_female_base_face|White_female_base_face|Ambig_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_afro|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_masc|Ambig_skin|Ambig_traits,random_response|race|gender|age
4/27/23 18:30,4/27/23 18:47,0,73.249.178.214,100,1066,1,4/27/23 18:47,R_BueUJUQexiUL2Lf,,,,,42.2013,-70.7543,anonymous,EN,1,83,72,81,4,4,4,4,4,4,3|1|2|5|4|6,66,66,77,4,4,4,4,4,4,45,61,25,4,4,4,4,4,4,1|6|2|5|4|3,66,86,20,4,4,4,4,4,4,5|4|2|3|6|1,30,30,28,4,4,4,4,4,4,6|4|2|1|5|3,79,84,79,4,4,4,4,4,4,5|2|1|4|6|3,45,43,61,4,4,4,4,4,4,6|4|5|1|2|3,62,60,67,4,4,4,4,4,4,4|2|1|3|6|5,just looking at pics,2,64,1,,,2,,Black_female_base_face|BI_female_base_face|Ambig_base_face|White_female_base_face|New_Biracial_male_base_face|OG_male_Biracial_base_face|Black_male_base_face|White_male_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_skin|Black_female_masc|Black_female_afro|Black_female_traits,White_female_base|White_female_skin|White_female_afro|White_female_masc|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,race|gender|age|random_response
4/27/23 18:34,4/27/23 18:48,0,71.81.116.21,100,806,1,4/27/23 18:48,R_1GKdXOwrIT3x7ex,,,,,34.7518,-82.2556,anonymous,EN,1,95,85,65,5,2,6,3,3,3,5|1|4|3|2|6,72,60,61,5,2,5,3,3,3,82,71,11,6,5,2,6,5,5,5|3|1|4|2|6,75,76,25,6,4,4,6,3,6,4|1|6|2|3|5,3,6,21,5,4,5,4,3,4,1|4|5|6|2|3,94,89,52,6,5,3,6,5,6,4|1|3|6|2|5,0,0,75,3,1,7,2,1,2,1|6|2|4|3|5,70,50,48,2,3,2,5,3,5,3|4|6|1|2|5,"Kind eyes, face shape, hair and facial hair styling, eyebrow shape",1,31,1,,,3,,White_male_base_face|New_Biracial_male_base_face|Black_female_base_face|OG_male_Biracial_base_face|Ambig_base_face|White_female_base_face|BI_female_base_face|Black_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_skin|White_male_afro|White_male_masc|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,race|random_response|age|gender
4/27/23 18:46,4/27/23 18:51,0,216.164.246.15,100,301,1,4/27/23 18:51,R_2y8BnINSRmWyLqM,,,,,40.5995,-75.3763,anonymous,EN,1,80,67,75,5,5,5,5,5,5,4|6|1|3|5|2,65,51,75,5,5,5,5,5,5,51,51,24,5,5,4,5,5,5,5|4|2|1|6|3,74,70,24,5,5,4,5,5,5,4|1|2|3|6|5,15,19,14,5,5,4,5,5,5,3|4|2|5|6|1,91,91,90,5,5,5,5,5,5,4|2|6|3|5|1,15,81,75,5,5,5,5,5,5,2|3|5|6|4|1,55,59,51,5,5,4,5,5,5,5|4|1|6|2|3,looked at faces and thought about variability in people that I've seen,2,48,1,,,2,,New_Biracial_male_base_face|Ambig_base_face|OG_male_Biracial_base_face|Black_female_base_face|White_female_base_face|White_male_base_face|Black_male_base_face|BI_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_masc|BI_female_afro|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,random_response|race|gender|age
4/27/23 18:44,4/27/23 18:52,0,69.237.97.104,100,488,1,4/27/23 18:52,R_25WQ66YZTRkL8iG,,,,,35.6724,-97.7407,anonymous,EN,1,77,87,100,7,4,7,6,4,6,5|1|6|2|3|4,46,51,100,7,4,7,6,4,6,45,43,0,7,4,4,6,4,6,6|5|3|1|4|2,81,89,0,7,4,4,6,4,6,5|1|6|3|4|2,5,21,6,7,4,4,6,4,6,3|6|4|5|2|1,86,88,100,7,4,7,6,4,6,5|4|1|6|2|3,15,17,100,7,4,6,6,4,6,1|6|5|3|2|4,47,51,31,8,4,4,6,4,6,1|2|5|4|6|3,"Based on the pictures.  I tried to assess whether the picture was more female vs. male, hispanic/latino, white or perhaps African American. ",2,59,1,,,2,,White_female_base_face|White_male_base_face|Black_female_base_face|Black_male_base_face|New_Biracial_male_base_face|Ambig_base_face|OG_male_Biracial_base_face|BI_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_afro|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|race|random_response
4/27/23 18:45,4/27/23 18:52,0,72.218.252.18,100,456,1,4/27/23 18:52,R_2rUgxTIsJKzeEJv,,,,,36.8371,-76.3453,anonymous,EN,1,100,70,80,6,6,4,4,4,6,4|5|2|3|1|6,40,35,70,5,4,4,4,4,4,65,35,0,6,4,4,4,4,4,3|5|6|1|4|2,100,85,0,6,6,4,4,4,4,3|4|5|6|2|1,0,0,10,5,4,4,4,4,4,1|3|2|6|5|4,100,85,95,6,5,4,4,4,4,5|1|3|4|2|6,0,0,95,5,4,4,4,4,4,4|6|2|1|5|3,70,50,50,5,4,4,4,4,4,6|4|3|1|5|2,"Some things I couldn't answer soley based off a picture, but, for everything else I just followed the instructions.",2,36,2,,,1,,OG_male_Biracial_base_face|White_male_base_face|Black_female_base_face|Ambig_base_face|Black_male_base_face|New_Biracial_male_base_face|BI_female_base_face|White_female_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_masc|Black_female_skin|Black_female_afro|Black_female_traits,White_female_base|White_female_masc|White_female_afro|White_female_skin|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_skin|White_male_masc|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_afro|Ambig_masc|Ambig_traits,gender|random_response|race|age
4/27/23 18:48,4/27/23 18:53,0,72.203.158.26,100,275,1,4/27/23 18:53,R_24zTZk556jb3JiN,,,,,30.4042,-91.1431,anonymous,EN,1,92,93,100,2,2,2,2,2,2,6|5|4|1|2|3,91,87,100,5,5,6,5,5,5,42,43,5,3,4,2,5,5,4,6|4|2|5|1|3,97,93,0,2,2,2,2,2,2,2|6|5|1|4|3,12,8,0,5,5,1,4,4,5,6|1|2|3|4|5,98,94,100,5,5,7,5,5,5,3|4|5|2|6|1,0,0,100,3,6,6,6,4,6,4|6|2|5|1|3,70,66,62,5,5,5,6,5,5,2|4|3|1|5|6,he seemed like a white man. I chose moderately high choices except for attractiveness because I am also a man,2,22,1,,,1,,Black_male_base_face|New_Biracial_male_base_face|Ambig_base_face|OG_male_Biracial_base_face|White_female_base_face|Black_female_base_face|BI_female_base_face|White_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|race|random_response
4/27/23 18:49,4/27/23 18:53,0,174.216.144.61,100,251,1,4/27/23 18:53,R_30eFISTGsO8kdnj,,,,,38.9522,-77.0253,anonymous,EN,1,78,69,74,5,4,5,3,4,4,3|6|2|1|4|5,61,59,71,4,5,5,5,5,4,55,55,18,3,5,5,5,6,5,2|5|3|4|6|1,78,65,31,4,4,4,4,5,2,2|5|4|6|1|3,9,8,12,4,5,5,5,3,4,3|2|1|5|6|4,82,74,84,3,5,4,4,4,5,1|5|2|6|3|4,10,8,84,3,5,3,3,3,4,2|1|6|3|4|5,64,56,81,2,4,4,4,5,4,6|5|1|3|2|4,I looked at their pictures and made a decision. ,2,33,1,,,1,,BI_female_base_face|Ambig_base_face|Black_male_base_face|Black_female_base_face|White_male_base_face|White_female_base_face|OG_male_Biracial_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|random_response|race|gender
4/27/23 18:30,4/27/23 18:39,0,173.79.159.112,100,545,1,4/27/23 18:54,R_3hnhY9tNWtxNW0J,,,,,38.8476,-77.3281,anonymous,EN,1,70,70,100,3,5,2,5,3,5,6|3|5|4|1|2,62,70,95,5,5,5,5,3,5,20,20,0,7,5,3,5,4,5,4|6|2|5|3|1,100,100,0,5,5,3,5,5,5,2|4|3|1|6|5,0,0,0,6,6,2,5,6,5,6|5|3|4|1|2,100,95,100,5,5,3,5,5,5,5|2|6|4|3|1,0,5,100,5,5,3,5,5,5,4|3|1|2|5|6,60,70,20,4,5,3,5,3,5,5|3|1|2|6|4,I based them off of people I’ve met or seen before that looked similar to those in the blurry images,2,30,1,,,1,,Ambig_base_face|New_Biracial_male_base_face|White_male_base_face|White_female_base_face|Black_male_base_face|Black_female_base_face|OG_male_Biracial_base_face|BI_female_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,race|random_response|gender|age
4/27/23 18:45,4/27/23 18:56,0,172.59.129.124,100,682,1,4/27/23 18:56,R_p0mZirg7TZCSFPP,,,,,37.7585,-122.1856,anonymous,EN,1,83,75,88,4,5,5,5,6,3,2|4|5|1|6|3,76,68,92,6,6,4,5,5,7,80,75,9,7,5,5,6,4,6,6|2|1|5|4|3,87,100,10,4,4,4,3,6,5,4|2|3|6|1|5,10,9,10,2,4,3,5,3,6,1|5|2|3|4|6,100,92,100,5,6,6,6,6,5,4|3|6|1|5|2,12,18,88,6,5,4,5,5,6,1|5|6|3|2|4,77,75,50,5,5,6,5,4,5,2|5|4|1|6|3,I just concentrated very hard and I use the probability that people aren't as intelligent as I'd expect them to be from my life experience. Though they accumulate data; they are very rarely able to self invoke logic to potential factors. They are more like a relayer of data.,2,37,1,,,1,,Black_male_base_face|Black_female_base_face|BI_female_base_face|White_female_base_face|New_Biracial_male_base_face|OG_male_Biracial_base_face|Ambig_base_face|White_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_masc|BI_female_skin|BI_female_afro|BI_female_traits,Black_female_base|Black_female_skin|Black_female_masc|Black_female_afro|Black_female_traits,White_female_base|White_female_skin|White_female_masc|White_female_afro|White_female_traits,Black_male_base|Black_male_afro|Black_male_masc|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_skin|Ambig_masc|Ambig_afro|Ambig_traits,age|gender|random_response|race
4/27/23 18:53,4/27/23 18:56,0,107.77.223.119,100,230,1,4/27/23 18:56,R_2X0StnrTSttCzxN,,,,,41.2325,-80.234,anonymous,EN,1,81,81,81,5,5,5,6,5,5,2|3|4|5|6|1,80,74,78,5,5,6,5,3,5,56,57,11,5,4,4,5,3,5,6|2|5|3|1|4,87,89,89,3,4,5,6,5,6,1|2|5|6|4|3,10,14,15,4,4,5,5,3,5,5|6|1|4|3|2,87,79,100,5,4,6,4,3,5,4|6|2|1|3|5,10,12,81,5,3,3,2,2,2,3|1|2|5|4|6,62,63,18,4,5,5,5,3,5,6|3|1|2|5|4,Based on the vibes of the person in the image.,2,20,1,,,2,,Black_male_base_face|Black_female_base_face|White_female_base_face|Ambig_base_face|OG_male_Biracial_base_face|White_male_base_face|BI_female_base_face|New_Biracial_male_base_face,consent,male_face|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_masc|White_female_skin|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,age|gender|random_response|race
4/27/23 18:52,4/27/23 18:58,0,47.227.122.81,100,349,1,4/27/23 18:58,R_ePBBO630pFBgBoJ,,,,,39.7436,-86.1158,anonymous,EN,1,78,74,93,2,1,3,3,1,3,2|4|1|6|3|5,22,11,100,3,4,5,4,2,4,46,30,15,4,2,4,5,2,4,2|3|6|4|5|1,100,100,0,5,4,3,4,2,4,2|5|3|1|6|4,0,0,0,4,4,4,5,3,5,5|1|3|4|6|2,100,79,100,4,1,5,4,2,3,3|1|4|6|5|2,0,0,100,2,4,5,4,3,5,1|5|6|2|4|3,45,47,53,3,3,6,4,1,3,1|6|5|2|4|3,I answered based on the features of the individuals I could see and their expressions. ,2,36,2,,,2,,New_Biracial_male_base_face|BI_female_base_face|Ambig_base_face|White_female_base_face|Black_male_base_face|White_male_base_face|OG_male_Biracial_base_face|Black_female_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_masc|Black_female_afro|Black_female_skin|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_masc|Black_male_afro|Black_male_skin|Black_male_traits,White_male_base|White_male_masc|White_male_afro|White_male_skin|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_afro|Ambig_skin|Ambig_traits,gender|race|random_response|age
4/27/23 18:50,4/27/23 18:58,0,23.28.40.40,100,452,1,4/27/23 18:58,R_2EyoJZzHjIBPPyi,,,,,42.8235,-84.233,anonymous,EN,1,96,95,96,3,3,3,3,3,4,3|1|6|5|2|4,71,65,83,5,4,6,5,4,5,87,56,2,6,4,3,5,5,4,2|3|6|5|4|1,97,98,2,6,5,4,5,4,5,1|2|4|6|3|5,4,3,3,6,5,3,5,6,5,6|2|3|5|4|1,96,95,99,6,5,5,5,4,4,5|3|6|2|1|4,4,18,80,5,4,3,5,5,5,3|4|5|2|6|1,74,70,23,5,4,6,5,4,4,6|2|4|1|3|5,"I could tell if they were masculine or feminine based on their face shape. For personality questions, I looked at their eyes and it would tell me if I thought they were trustworthy or dominant or not.",2,29,1,,,2,,Ambig_base_face|New_Biracial_male_base_face|White_male_base_face|BI_female_base_face|Black_male_base_face|Black_female_base_face|White_female_base_face|OG_male_Biracial_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_skin|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_masc|BI_female_skin|BI_female_traits,Black_female_base|Black_female_afro|Black_female_masc|Black_female_skin|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_masc|Black_male_skin|Black_male_afro|Black_male_traits,White_male_base|White_male_masc|White_male_skin|White_male_afro|White_male_traits,Ambig_base_face|Ambig_afro|Ambig_skin|Ambig_masc|Ambig_traits,random_response|gender|race|age
4/27/23 18:56,4/27/23 18:58,0,24.107.213.106,100,138,1,4/27/23 18:58,R_2uWdf1IVHMYV18k,,,,,38.763,-90.5474,anonymous,EN,1,70,71,53,4,7,4,6,4,7,5|4|2|1|6|3,46,69,67,4,7,5,6,5,6,66,64,33,5,7,4,6,5,6,5|4|2|3|1|6,86,93,10,5,7,5,6,6,7,4|3|1|6|5|2,42,38,28,6,7,4,7,6,7,1|3|2|6|5|4,87,94,92,7,7,6,6,5,7,4|6|3|1|2|5,25,36,95,7,7,5,7,5,7,2|4|6|1|3|5,70,69,44,4,6,5,5,4,8,4|6|1|2|5|3,I was looking at the darkness/colors of the face,2,43,1,,,1,,Ambig_base_face|White_female_base_face|OG_male_Biracial_base_face|BI_female_base_face|Black_female_base_face|New_Biracial_male_base_face|Black_male_base_face|White_male_base_face,consent,male_face|OG_BI_male_afro|OG_BI_male_skin|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_skin|N_Biracial_male_masc|N_Biracial_male_afro|N_Biracial_male_trai,BI_female_face|BI_female_afro|BI_female_skin|BI_female_masc|BI_female_traits,Black_female_base|Black_female_skin|Black_female_afro|Black_female_masc|Black_female_traits,White_female_base|White_female_masc|White_female_skin|White_female_afro|White_female_traits,Black_male_base|Black_male_skin|Black_male_masc|Black_male_afro|Black_male_traits,White_male_base|White_male_afro|White_male_skin|White_male_masc|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,age|gender|race|random_response
4/27/23 18:47,4/27/23 19:00,0,174.126.14.122,100,733,1,4/27/23 19:00,R_1JCNu55klZI2CxE,,,,,46.8907,-96.9258,anonymous,EN,1,100,100,100,6,6,6,7,3,6,6|5|3|4|2|1,60,67,100,3,2,5,1,1,2,57,63,15,2,5,7,7,1,6,3|2|6|5|1|4,100,77,10,2,6,2,4,3,5,3|5|6|4|1|2,0,0,0,6,6,4,7,5,6,2|1|5|3|4|6,100,100,100,3,4,6,7,3,6,1|2|3|6|4|5,0,0,100,7,5,5,6,2,4,4|1|3|5|2|6,35,42,24,4,1,8,5,2,5,6|2|1|4|3|5,"As far as ethnicity goes, dark skinned individuals have different facial features than light skinned people. As for personality, I felt some people exhibited different expressions in their eyes that made me think different things about them",2,22,1,,,2,,White_female_base_face|OG_male_Biracial_base_face|New_Biracial_male_base_face|Black_male_base_face|BI_female_base_face|Black_female_base_face|Ambig_base_face|White_male_base_face,consent,male_face|OG_BI_male_skin|OG_BI_male_afro|OG_BI_male_masc|OG_BI_male_traits,N_Biracial_male_base|N_Biracial_male_afro|N_Biracial_male_masc|N_Biracial_male_skin|N_Biracial_male_trai,BI_female_face|BI_female_skin|BI_female_afro|BI_female_masc|BI_female_traits,Black_female_base|Black_female_afro|Black_female_skin|Black_female_masc|Black_female_traits,White_female_base|White_female_afro|White_female_skin|White_female_masc|White_female_traits,Black_male_base|Black_male_afro|Black_male_skin|Black_male_masc|Black_male_traits,White_male_base|White_male_afro|White_male_masc|White_male_skin|White_male_traits,Ambig_base_face|Ambig_masc|Ambig_skin|Ambig_afro|Ambig_traits,gender|age|race|random_response
